pair_id,link1,link2,ia_link1,ia_link2,Geography,Entities,Time,Narrative,Overall,Style,Tone
1484188205_1483793850,https://www.liverpoolecho.co.uk/news/liverpool-news/police-block-road-pin-money-17496839,https://www.manutd.com/en/news/detail/man-utd-team-news-for-premier-league-match-v-arsenal-on-1-january-2020,https://web.archive.org/web/www.liverpoolecho.co.uk/news/liverpool-news/police-block-road-pin-money-17496839,https://web.archive.org/web/www.manutd.com/en/news/detail/man-utd-team-news-for-premier-league-match-v-arsenal-on-1-january-2020,2.4,4.0,1.15,3.85,3.8,1.35,2.15
1484012596_1484238703,http://www.politicsweb.co.za/news-and-analysis/advice-for-women--officers-have-a-legal-right-to-p,http://www.theafricanews.net/news/263580336/cape-town-refugee-group-leader-arrested,https://web.archive.org/web/www.politicsweb.co.za/news-and-analysis/advice-for-women--officers-have-a-legal-right-to-p,https://web.archive.org/web/www.theafricanews.net/news/263580336/cape-town-refugee-group-leader-arrested,1.8571428571428572,3.3333333333333335,1.3333333333333333,3.761904761904762,3.5714285714285716,2.4761904761904763,2.0
1484759175_1484324569,https://www.fox9.com/news/stolen-north-minneapolis-church-van-found-trashed-damaged,https://kbjr6.com/2019/12/31/client-punches-attorney-in-minneapolis-courtroom/,https://web.archive.org/web/www.fox9.com/news/stolen-north-minneapolis-church-van-found-trashed-damaged,https://web.archive.org/web/kbjr6.com/2019/12/31/client-punches-attorney-in-minneapolis-courtroom/,1.25,3.85,1.1,3.75,3.85,1.8,1.95
1484191000_1484279734,http://feeds.breakingnews.ie/~r/bntopstories/~3/hAJFZS8mlAg/leeds-boss-marcelo-bielsa-confirms-eddie-nketiah-has-been-recalled-by-arsenal-973128.html,https://punchng.com/ajayi-scores-at-both-ends-in-west-brom-draw/,https://web.archive.org/web/feeds.breakingnews.ie/~r/bntopstories/~3/hAJFZS8mlAg/leeds-boss-marcelo-bielsa-confirms-eddie-nketiah-has-been-recalled-by-arsenal-973128.html,https://web.archive.org/web/punchng.com/ajayi-scores-at-both-ends-in-west-brom-draw/,1.5263157894736843,2.210526315789474,1.0526315789473684,2.736842105263158,2.736842105263158,1.5263157894736843,1.4210526315789473
1484005714_1483774664,https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vd3d3LnNmZ2F0ZS5jb20vYnVzaW5lc3MvYXJ0aWNsZS9Ib3ctd2Utc3Vydml2ZS10aGUtc3VydmVpbGxhbmNlLWFwb2NhbHlwc2UtMTQ5NDMxMTAucGhw0gEA?oc=5,https://www.the-review.com/news/20200101/apple-airpods-are-impressive-bluetooth-headphones?rssfeed=true,https://web.archive.org/web/news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vd3d3LnNmZ2F0ZS5jb20vYnVzaW5lc3MvYXJ0aWNsZS9Ib3ctd2Utc3Vydml2ZS10aGUtc3VydmVpbGxhbmNlLWFwb2NhbHlwc2UtMTQ5NDMxMTAucGhw0gEA?oc=5,https://web.archive.org/web/www.the-review.com/news/20200101/apple-airpods-are-impressive-bluetooth-headphones?rssfeed=true,3.3333333333333335,3.0,1.5,3.3333333333333335,4.0,2.0,2.3333333333333335
1484007605_1484078244,https://www.dailymail.co.uk/news/article-7842751/Cambridge-professor-suspended-claiming-didnt-realise-paid-two-salaries.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,https://www.dailymail.co.uk/news/article-7842827/Hounds-rip-seven-month-old-kitten-pieces.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,https://web.archive.org/web/www.dailymail.co.uk/news/article-7842751/Cambridge-professor-suspended-claiming-didnt-realise-paid-two-salaries.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,https://web.archive.org/web/www.dailymail.co.uk/news/article-7842827/Hounds-rip-seven-month-old-kitten-pieces.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,2.4,3.9,2.2,3.7,3.85,1.8,2.0
1484188957_1484235264,https://www.forbes.com/sites/hnewman/2020/12/31/jackbox-party-pack-6a-solid-option-for-new-years-eve-gaming/,http://www.younewsng.com/2020/01/01/one-dies-in-jan-1-auto-crash-on-ore-road/,https://web.archive.org/web/www.forbes.com/sites/hnewman/2020/12/31/jackbox-party-pack-6a-solid-option-for-new-years-eve-gaming/,https://web.archive.org/web/www.younewsng.com/2020/01/01/one-dies-in-jan-1-auto-crash-on-ore-road/,3.888888888888889,3.95,1.05,3.95,3.95,3.5,3.7
1484013041_1484527684,https://www.businesstoday.in/sectors/auto/tata-motors-domestic-sales-drop-12-percent-to-44254-units-in-december/story/392984.html,https://www.news18.com/news/business/tata-motors-shares-climb-5-5-percent-after-citi-gives-a-buy-call-2443257.html,https://web.archive.org/web/www.businesstoday.in/sectors/auto/tata-motors-domestic-sales-drop-12-percent-to-44254-units-in-december/story/392984.html,https://web.archive.org/web/www.news18.com/news/business/tata-motors-shares-climb-5-5-percent-after-citi-gives-a-buy-call-2443257.html,1.0476190476190477,1.6666666666666667,1.6666666666666667,2.1904761904761907,2.1904761904761907,1.0476190476190477,1.2857142857142858
1517832333_1484217445,https://humansarefree.com/2020/01/evergreen-cia-chemtrails.html,https://www.channelnewsasia.com/news/commentary/climate-change-global-warming-effect-impact-extreme-weather-fire-12220232,https://web.archive.org/web/humansarefree.com/2020/01/evergreen-cia-chemtrails.html,https://web.archive.org/web/www.channelnewsasia.com/news/commentary/climate-change-global-warming-effect-impact-extreme-weather-fire-12220232,3.45,3.95,1.45,3.75,3.75,3.0,2.55
1484189339_1484063369,https://www.washingtontimes.com/news/2019/dec/30/ron-rivera-hire-not-a-guarantee-for-success-redski/?utm_source=RSS_Feed&utm_medium=RSS,https://www.wfae.org/post/washington-redskins-hire-ron-rivera-coach,https://web.archive.org/web/www.washingtontimes.com/news/2019/dec/30/ron-rivera-hire-not-a-guarantee-for-success-redski/?utm_source=RSS_Feed&utm_medium=RSS,https://web.archive.org/web/www.wfae.org/post/washington-redskins-hire-ron-rivera-coach,1.15,1.65,1.2,1.9,1.6,1.9,2.6
1484013566_1484410180,http://feeds.reuters.com/~r/reuters/UKCricketNews/~3/8NrsTY2xDwk/cricket-racial-quotas-for-test-team-clouds-south-africa-selection-idUKL8N2960HJ,https://www.news18.com/cricketnext/news/south-africa-seek-to-subdue-england-at-favourite-newlands-venue-2442703.html,https://web.archive.org/web/feeds.reuters.com/~r/reuters/UKCricketNews/~3/8NrsTY2xDwk/cricket-racial-quotas-for-test-team-clouds-south-africa-selection-idUKL8N2960HJ,https://web.archive.org/web/www.news18.com/cricketnext/news/south-africa-seek-to-subdue-england-at-favourite-newlands-venue-2442703.html,1.0,2.05,1.1,2.8,2.4,1.65,1.75
1484401831_1484069437,https://www.cbc.ca/news/canada/edmonton/edmonton-shriners-club-looking-for-stolen-trailer-quads-1.5412058,https://www.sandiegouniontribune.com/news/health/story/2019-12-28/have-type-o-blood-san-diegans-urged-to-donate-to-replenish-critically-low-levels,https://web.archive.org/web/www.cbc.ca/news/canada/edmonton/edmonton-shriners-club-looking-for-stolen-trailer-quads-1.5412058,https://web.archive.org/web/www.sandiegouniontribune.com/news/health/story/2019-12-28/have-type-o-blood-san-diegans-urged-to-donate-to-replenish-critically-low-levels,3.85,3.95,1.05,3.7,3.95,1.3,1.2
1484038145_1484064992,https://www.dawn.com/news/1525657/chinese-national-held-for-beating-traffic-police-constable-in-karachi,https://www.thenews.com.pk/latest/591983-chinese-national-arrested-for-allegedly-assaulting-traffic-police-officer,https://web.archive.org/web/www.dawn.com/news/1525657/chinese-national-held-for-beating-traffic-police-constable-in-karachi,https://web.archive.org/web/www.thenews.com.pk/latest/591983-chinese-national-arrested-for-allegedly-assaulting-traffic-police-officer,1.0,1.7619047619047619,1.0,1.2857142857142858,1.1904761904761905,1.5238095238095237,1.380952380952381
1484034100_1484435197,https://citizen.co.za/news/south-africa/crime/2223570/man-arrested-after-allegedly-bludgeoning-father-to-death-with-hammer/,https://www.guelphmercury.com/news-story/9794345-shoplifters-arrested-for-stealing-beer-and-meat-from-guelph-grocery-store/,https://web.archive.org/web/citizen.co.za/news/south-africa/crime/2223570/man-arrested-after-allegedly-bludgeoning-father-to-death-with-hammer/,https://web.archive.org/web/www.guelphmercury.com/news-story/9794345-shoplifters-arrested-for-stealing-beer-and-meat-from-guelph-grocery-store/,3.9523809523809526,3.761904761904762,1.1904761904761905,2.9047619047619047,3.619047619047619,1.1428571428571428,1.1428571428571428
1484013635_1484304231,https://www.illawarramercury.com.au/story/6561644/cuban-royale-unlucky-in-summer-provincial-series-final/,http://www.dailyjournal.net/2020/01/01/bkc-mercer-unc-greensboro/,https://web.archive.org/web/www.illawarramercury.com.au/story/6561644/cuban-royale-unlucky-in-summer-provincial-series-final/,https://web.archive.org/web/www.dailyjournal.net/2020/01/01/bkc-mercer-unc-greensboro/,3.0,3.6666666666666665,1.5,3.0,4.0,3.0,3.0
1484036808_1484269316,https://www.cbc.ca/news/canada/toronto/toronto-city-hall-2020-what-to-watch-1.5404401?cmp=rss,https://www.essence.com/beauty/beauty-resolutions-to-keep-in-2020/,https://web.archive.org/web/www.cbc.ca/news/canada/toronto/toronto-city-hall-2020-what-to-watch-1.5404401?cmp=rss,https://web.archive.org/web/www.essence.com/beauty/beauty-resolutions-to-keep-in-2020/,3.588235294117647,4.0,1.05,3.6,3.85,2.55,1.9
1484188395_1483958770,https://www.forbes.com/sites/bradjaphe/2020/12/31/harpoon-brewery-and-whistlepig-rye-a-classic-new-england-collaboration/,https://www.newsday.com/classifieds/real-estate/amagansett-modular-home-1.39999219,https://web.archive.org/web/www.forbes.com/sites/bradjaphe/2020/12/31/harpoon-brewery-and-whistlepig-rye-a-classic-new-england-collaboration/,https://web.archive.org/web/www.newsday.com/classifieds/real-estate/amagansett-modular-home-1.39999219,2.7,3.95,1.5,3.95,3.8,1.85,1.7
1484013670_1484139668,https://www.salon.com/2020/01/01/a-new-years-resolution-for-democrats-to-win-in-2020-get-the-fk-over-2016-already/,https://www.eastbaytimes.com/2020/01/01/leonhardt-the-presidential-nominating-process-is-absurd/,https://web.archive.org/web/www.salon.com/2020/01/01/a-new-years-resolution-for-democrats-to-win-in-2020-get-the-fk-over-2016-already/,https://web.archive.org/web/www.eastbaytimes.com/2020/01/01/leonhardt-the-presidential-nominating-process-is-absurd/,1.3333333333333333,2.4761904761904763,1.380952380952381,2.9523809523809526,2.7142857142857144,2.142857142857143,1.8571428571428572
1484039997_1484239250,https://www.devonlive.com/news/uk-world-news/you-shouldnt-any-laundry-new-3696280,http://www.spectrumlocalnews.com/nc/charlotte/news/2020/01/01/rock-hill-police-investigating-new-year-s-day-triple-shooting,https://web.archive.org/web/www.devonlive.com/news/uk-world-news/you-shouldnt-any-laundry-new-3696280,https://web.archive.org/web/www.spectrumlocalnews.com/nc/charlotte/news/2020/01/01/rock-hill-police-investigating-new-year-s-day-triple-shooting,3.9,4.0,1.15,3.95,4.0,3.3,3.0
60d45ee20ab6b6218a23c2f1,https://in-cyprus.philenews.com/cyprus-on-right-road-as-new-covid-19-cases-drop-to-15/,https://dailypost.ng/2020/04/18/ncdc-gives-fresh-update-on-states-with-covid-19-number-of-confirmed-cases/,https://web.archive.org/web/in-cyprus.philenews.com/cyprus-on-right-road-as-new-covid-19-cases-drop-to-15/,https://web.archive.org/web/dailypost.ng/2020/04/18/ncdc-gives-fresh-update-on-states-with-covid-19-number-of-confirmed-cases/,3.933333333333333,3.316666666666667,1.0333333333333334,2.0166666666666666,2.316666666666667,2.183333333333333,2.783333333333333
60d45ee20ab6b6218a23c2f2,https://www.upr.org/post/head-national-guard-says-tens-thousands-could-be-called,https://www.wyff4.com/article/army-corps-of-engineers-aims-to-convert-buildings-into-hospitals-in-three-or-four-weeks/31832265,https://web.archive.org/web/www.upr.org/post/head-national-guard-says-tens-thousands-could-be-called,https://web.archive.org/web/www.wyff4.com/article/army-corps-of-engineers-aims-to-convert-buildings-into-hospitals-in-three-or-four-weeks/31832265,1.8666666666666667,2.0833333333333335,1.1,2.1333333333333333,2.066666666666667,2.7666666666666666,1.5333333333333334
60d45ee20ab6b6218a23c2f3,https://www.urdupoint.com/en/world/toyota-extends-plant-closures-in-north-americ-887897.html,https://nationalpost.com/pmn/health-pmn/toyota-extends-shutdown-of-north-american-plants-through-april-17,https://web.archive.org/web/www.urdupoint.com/en/world/toyota-extends-plant-closures-in-north-americ-887897.html,https://web.archive.org/web/nationalpost.com/pmn/health-pmn/toyota-extends-shutdown-of-north-american-plants-through-april-17,1.206896551724138,1.1724137931034482,1.9310344827586208,1.3793103448275863,1.2241379310344827,1.4482758620689655,1.4827586206896552
60d45ee20ab6b6218a23c2f4,http://famagusta-gazette.com/2020/03/24/uk-introduces-stricter-measures-to-fight-covid-19/,http://www.theuknews.com/news/264409391/uk-bracing-for-strict-lockdown-to-be-enforced-by-police,https://web.archive.org/web/famagusta-gazette.com/2020/03/24/uk-introduces-stricter-measures-to-fight-covid-19/,https://web.archive.org/web/www.theuknews.com/news/264409391/uk-bracing-for-strict-lockdown-to-be-enforced-by-police,1.0344827586206897,1.0689655172413792,1.0344827586206897,1.3103448275862069,1.1379310344827587,1.5172413793103448,1.7758620689655173
60d45ee20ab6b6218a23c2f5,https://www.newsday.com/news/health/coronavirus-new-york-city-1.41468258,https://www.theepochtimes.com/new-york-city-reports-2-additional-suspected-cases-of-coronavirus_3229463.html,https://web.archive.org/web/www.newsday.com/news/health/coronavirus-new-york-city-1.41468258,https://web.archive.org/web/www.theepochtimes.com/new-york-city-reports-2-additional-suspected-cases-of-coronavirus_3229463.html,1.0,1.1538461538461537,1.0,1.3846153846153846,1.2142857142857142,1.3846153846153846,1.2307692307692308
60d45ee20ab6b6218a23c2f6,https://www.thehindu.com/sci-tech/health/help-is-at-hand-as-cases-of-anxiety-stemming-out-of-covid-19-increase-in-coimbatore/article31297834.ece,https://www.marca.com/en/football/spanish-football/2020/03/18/5e72353c268e3e7c1d8b4577.html,https://web.archive.org/web/www.thehindu.com/sci-tech/health/help-is-at-hand-as-cases-of-anxiety-stemming-out-of-covid-19-increase-in-coimbatore/article31297834.ece,https://web.archive.org/web/www.marca.com/en/football/spanish-football/2020/03/18/5e72353c268e3e7c1d8b4577.html,3.962962962962963,3.9444444444444446,2.7777777777777777,3.8518518518518516,3.925925925925926,2.685185185185185,2.5576923076923075
60d45ee20ab6b6218a23c2f7,https://www.weyburnreview.com/news/local-news/weyburn-to-defer-interest-on-property-taxes-1.24125499,http://www.discoverweyburn.com/local/covid-19-having-impacts-in-community,https://web.archive.org/web/www.weyburnreview.com/news/local-news/weyburn-to-defer-interest-on-property-taxes-1.24125499,https://web.archive.org/web/www.discoverweyburn.com/local/covid-19-having-impacts-in-community,1.0,1.7115384615384615,2.9038461538461537,2.8653846153846154,2.673076923076923,2.2884615384615383,1.7307692307692308
60d45ee20ab6b6218a23c2f8,https://www.taipeitimes.com/News/world/archives/2020/04/08/2003734220,https://www.rttnews.com/story.aspx?Id=3084000,https://web.archive.org/web/www.taipeitimes.com/News/world/archives/2020/04/08/2003734220,https://web.archive.org/web/www.rttnews.com/story.aspx?Id=3084000,1.0384615384615385,2.3846153846153846,1.2692307692307692,2.75,2.75,1.3076923076923077,2.230769230769231
60d45ee20ab6b6218a23c2f9,https://www.hindustantimes.com/chandigarh/all-with-flu-symptoms-to-be-tested-for-covid-19-in-chandigarh/story-CgvVkBg2NQg9KND5bDpHUO.html,https://zeenews.india.com/india/icmr-study-points-towards-possible-community-transmission-of-coronavirus-covid-19-in-india-2275178.html,https://web.archive.org/web/www.hindustantimes.com/chandigarh/all-with-flu-symptoms-to-be-tested-for-covid-19-in-chandigarh/story-CgvVkBg2NQg9KND5bDpHUO.html,https://web.archive.org/web/zeenews.india.com/india/icmr-study-points-towards-possible-community-transmission-of-coronavirus-covid-19-in-india-2275178.html,2.5384615384615383,2.173076923076923,1.2115384615384615,2.4038461538461537,2.8076923076923075,2.5,2.076923076923077
60d45ee20ab6b6218a23c2fa,https://news.yahoo.com/cheerful-masks-help-battle-coronavirus-bulgaria-191939965.html,http://jamaica-gleaner.com/article/letters/20200330/time-temporary-lockdown,https://web.archive.org/web/news.yahoo.com/cheerful-masks-help-battle-coronavirus-bulgaria-191939965.html,https://web.archive.org/web/jamaica-gleaner.com/article/letters/20200330/time-temporary-lockdown,4.0,3.9423076923076925,2.0384615384615383,3.8461538461538463,3.9615384615384617,3.1923076923076925,3.1538461538461537
60d45ee20ab6b6218a23c2fb,https://www.iol.co.za/business-report/companies/demand-for-online-services-drives-naspers-shares-higher-45880370,http://www.beijingnews.net/news/264886172/sa-stocks-are-on-track-for-a-record-month,https://web.archive.org/web/www.iol.co.za/business-report/companies/demand-for-online-services-drives-naspers-shares-higher-45880370,https://web.archive.org/web/www.beijingnews.net/news/264886172/sa-stocks-are-on-track-for-a-record-month,1.1153846153846154,1.5192307692307692,2.576923076923077,1.4615384615384615,1.7692307692307692,1.5576923076923077,1.5576923076923077
60d45ee20ab6b6218a23c2fc,http://www.seychellesnewsagency.com/articles/12800/Seychelles+Bankers+Association+offering+assistance+with+loan+payments+during+COVID-,https://sbc.sc/news/8-ways-people-in-seychelles-are-dealing-with-stay-at-home-orders/,https://web.archive.org/web/www.seychellesnewsagency.com/articles/12800/Seychelles+Bankers+Association+offering+assistance+with+loan+payments+during+COVID-,https://web.archive.org/web/sbc.sc/news/8-ways-people-in-seychelles-are-dealing-with-stay-at-home-orders/,1.0384615384615385,3.5576923076923075,1.1730769230769231,3.8846153846153846,3.7115384615384617,3.8076923076923075,3.269230769230769
60d45fdc0ab6b621bc524c78,https://fox2now.com/news/coronavirus/how-long-does-coronavirus-live-on-certain-surfaces/,http://www.canindia.com/novel-coronavirus-stable-for-hours-on-surfaces-study/,https://web.archive.org/web/fox2now.com/news/coronavirus/how-long-does-coronavirus-live-on-certain-surfaces/,https://web.archive.org/web/www.canindia.com/novel-coronavirus-stable-for-hours-on-surfaces-study/,1.28,1.1153846153846154,1.0769230769230769,1.2307692307692308,1.1923076923076923,2.2115384615384617,1.0769230769230769
60d45fdc0ab6b621bc524c7e,https://www.worcesternews.co.uk/news/18313511.curry-house-worcester-improves-one-star-five-food-hygiene-rating/?ref=rss,https://www.ghanamma.com/2020/03/21/video-of-a-man-beating-his-girlfriend-mercilessly-goes-viral/,https://web.archive.org/web/www.worcesternews.co.uk/news/18313511.curry-house-worcester-improves-one-star-five-food-hygiene-rating/?ref=rss,https://web.archive.org/web/www.ghanamma.com/2020/03/21/video-of-a-man-beating-his-girlfriend-mercilessly-goes-viral/,3.8076923076923075,4.0,2.76,3.9615384615384617,4.0,2.9038461538461537,3.7884615384615383
60d45fdc0ab6b621bc524c87,https://www.townsvillebulletin.com.au/real-estate/queensland/coronavirus-survey-fears-house-values-could-fall-after-record-drop-in-confidence/news-story/dadcd5cc41b26563d5b48cfa335ad625,https://www.couriermail.com.au/news/national/states-lifting-coronavirus-restrictions-are-small-mercies/video/1b4c85ec859109357480a04521ff41c0,https://web.archive.org/web/www.townsvillebulletin.com.au/real-estate/queensland/coronavirus-survey-fears-house-values-could-fall-after-record-drop-in-confidence/news-story/dadcd5cc41b26563d5b48cfa335ad625,https://web.archive.org/web/www.couriermail.com.au/news/national/states-lifting-coronavirus-restrictions-are-small-mercies/video/1b4c85ec859109357480a04521ff41c0,1.5961538461538463,2.2884615384615383,2.22,3.576923076923077,3.480769230769231,1.8076923076923077,2.0384615384615383
60d45fdc0ab6b621bc524c77,https://www.timesleader.com/wire/nation-world/774243/german-authorities-say-man-with-virus-in-critical-condition,https://nltimes.nl/2020/02/26/coronavirus-authorities-fear-german-tourist-brought-covid-19-netherlands,https://web.archive.org/web/www.timesleader.com/wire/nation-world/774243/german-authorities-say-man-with-virus-in-critical-condition,https://web.archive.org/web/nltimes.nl/2020/02/26/coronavirus-authorities-fear-german-tourist-brought-covid-19-netherlands,1.2115384615384615,1.5961538461538463,1.0,1.3076923076923077,1.2307692307692308,1.1923076923076923,1.2692307692307692
60d45fdc0ab6b621bc524c79,https://www.standard.co.uk/news/uk/coronavirus-covid19-baby-boy-brighton-a4360856.html,https://www.standard.co.uk/news/uk/boris-johnson-coronavirus-intensive-care-latest-a4411776.html,https://web.archive.org/web/www.standard.co.uk/news/uk/coronavirus-covid19-baby-boy-brighton-a4360856.html,https://web.archive.org/web/www.standard.co.uk/news/uk/boris-johnson-coronavirus-intensive-care-latest-a4411776.html,1.76,3.38,3.6,3.16,3.18,1.58,3.56
60d45fdc0ab6b621bc524c7a,https://www.finanznachrichten.de/nachrichten-2020-03/49210097-linglong-tire-donated-medical-supplies-to-serbia-to-fight-covid-19-008.htm,https://tass.com/society/1151917,https://web.archive.org/web/www.finanznachrichten.de/nachrichten-2020-03/49210097-linglong-tire-donated-medical-supplies-to-serbia-to-fight-covid-19-008.htm,https://web.archive.org/web/tass.com/society/1151917,2.2083333333333335,3.75,3.0833333333333335,3.9166666666666665,3.6041666666666665,1.9583333333333333,2.8333333333333335
60d45fdc0ab6b621bc524c7b,https://www.cbn.co.za/featured/concor-head-rallies-sa-to-fight-virus/,https://www.zimeye.net/2020/03/18/ramaphosa-is-not-god-come-to-church-in-huge-numbers-church-leader-defies-coronavirus-measurers/,https://web.archive.org/web/www.cbn.co.za/featured/concor-head-rallies-sa-to-fight-virus/,https://web.archive.org/web/www.zimeye.net/2020/03/18/ramaphosa-is-not-god-come-to-church-in-huge-numbers-church-leader-defies-coronavirus-measurers/,1.04,2.8,2.96,3.28,3.04,1.94,3.44
60d45fdc0ab6b621bc524c7c,https://www.wowo.com/holcomb-outlines-measured-lifting-of-lockdown/,http://rssfeeds.indystar.com/~/622938178/0/indystar/todaystopstories~Key-dates-in-Indianas-path-to-reopening-amid-the-coronavirus-pandemic/,https://web.archive.org/web/www.wowo.com/holcomb-outlines-measured-lifting-of-lockdown/,https://web.archive.org/web/rssfeeds.indystar.com/~/622938178/0/indystar/todaystopstories~Key-dates-in-Indianas-path-to-reopening-amid-the-coronavirus-pandemic/,1.0,1.2083333333333333,1.0,1.25,1.125,2.5833333333333335,1.25
